chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chr8	26114179	26131412	-0.002804	-0.001621	-0.001289	-0.000997
chr8	26121249	26137078	0.018715	0.012061	0.010327	0.009279
chr8	26131631	26158188	0.043461	0.020760	0.018013	0.024865
chr8	26137140	26171043	0.053853	0.019705	0.017679	0.032235
chr8	26158824	26187139	0.059099	0.018950	0.016858	0.030595
chr8	26173910	26188893	0.288355	0.124658	0.101441	0.175984
chr8	26187191	26192993	0.472161	0.253126	0.200473	0.235390
chr8	26188917	26216697	0.320470	0.091160	0.081178	0.082136
chr8	26193457	26225186	-0.050075	-0.011558	-0.010201	-0.010295
chr8	26216700	26235801	-0.106325	-0.044271	-0.037200	-0.024779
chr8	26225333	26239843	-0.129682	-0.069298	-0.057941	-0.039375
chr8	26235876	26244052	-0.083091	-0.059314	-0.047414	-0.032091
chr8	26239854	26248820	-0.042292	-0.042278	-0.029699	-0.012556
chr8	26244371	26255339	-0.019707	-0.014876	-0.011209	-0.005918
chr8	26250022	26262437	0.086057	0.060547	0.048977	0.027278
chr8	26255341	26272105	0.026753	0.018104	0.013589	0.012848
chr8	26263213	26289513	-0.057360	-0.035858	-0.027121	-0.030427
chr8	26272143	26302048	-0.013167	-0.010798	-0.008472	-0.006175
chr8	26289531	26306721	0.036786	0.031052	0.025091	0.015472
chr8	26302104	26310115	0.127425	0.115159	0.090064	0.044786
chr8	26306738	26318902	0.093708	0.076903	0.057949	0.041773
chr8	26311155	26335742	0.084179	0.056882	0.043658	0.038847
chr8	26318974	26341830	0.157679	0.086083	0.070853	0.074809
chr8	26335743	26348132	0.091794	0.048301	0.041898	0.044090
chr8	26341841	26355649	-0.122183	-0.090785	-0.073109	-0.049669
chr8	26348298	26363259	-0.115052	-0.108717	-0.082061	-0.044763
chr8	26355968	26366594	0.047968	0.047707	0.037768	0.021102
chr8	26363322	26368945	0.110260	0.093920	0.076302	0.044274
chr8	26366600	26373879	0.162047	0.137838	0.100323	0.073523
chr8	26369633	26381008	0.211742	0.142713	0.111161	0.132634
chr8	26373891	26385771	0.151875	0.071077	0.060774	0.107930
chr8	26381343	26391694	-0.076430	-0.050415	-0.040286	-0.054183
chr8	26385840	26409725	-0.117977	-0.087559	-0.066179	-0.073205
chr8	26391984	26419745	-0.023509	-0.017956	-0.013292	-0.018612
chr8	26410179	26422519	-0.028699	-0.037429	-0.024213	-0.018177
chr8	26419891	26429332	-0.004674	-0.003993	-0.003048	-0.002299
chr8	26422622	26456283	0.216504	0.110654	0.087369	0.135516
chr8	26429334	26468160	0.208087	0.098280	0.070569	0.112845
chr8	26457560	26481792	0.076433	0.037403	0.026289	0.037984
chr8	26468174	26492879	0.112872	0.048619	0.038549	0.039709
chr8	26481853	26496143	0.140529	0.121619	0.103324	0.077935
chr8	26493046	26506749	0.138246	0.160664	0.130117	0.065331
chr8	26500601	26511043	0.047116	0.046250	0.035440	0.015091
chr8	26506763	26516866	0.008867	0.008060	0.005928	0.003091
chr8	26511558	26524446	-0.000192	-0.000143	-0.000105	-0.000066
chr8	26516870	26529586	-0.097527	-0.068719	-0.050753	-0.031476
chr8	26524463	26535512	-0.058864	-0.043886	-0.034543	-0.015817
chr8	26529587	26547569	0.116454	0.064834	0.056281	0.041100
chr8	26535536	26553480	0.148885	0.095884	0.082060	0.070729
chr8	26548919	26563308	0.112052	0.084347	0.067810	0.056640
chr8	26553563	26575504	0.010680	0.005725	0.004634	0.004452
chr8	26563368	26579784	0.171641	0.089629	0.072990	0.059479
chr8	26575509	26583098	0.277831	0.246210	0.191956	0.113170
chr8	26579806	26604428	0.221010	0.157985	0.139839	0.066207
chr8	26583106	26610817	0.064089	0.036451	0.032473	0.019312
chr8	26604578	26615831	-0.131395	-0.064690	-0.051399	-0.046685
chr8	26611177	26621749	-0.172039	-0.066190	-0.054180	-0.046426
chr8	26616139	26627660	-0.137271	-0.052517	-0.045692	-0.030856
chr8	26621952	26636754	0.035206	0.018042	0.015024	0.009958
chr8	26627953	26662642	0.016055	0.017318	0.012281	0.006272
chr8	26637123	26673715	-0.018299	-0.021216	-0.015568	-0.007809
chr8	26662993	26680703	0.128781	0.163452	0.135689	0.059796
chr8	26673833	26684449	0.075532	0.111240	0.082791	0.035891
chr8	26680822	26687432	0.048530	0.080137	0.052425	0.020669
chr8	26684467	26693738	0.021784	0.034242	0.023094	0.010586
chr8	26687748	26698258	-0.057402	-0.101113	-0.056584	-0.018408
chr8	26694225	26705173	-0.061619	-0.096527	-0.051730	-0.020469
chr8	26698323	26710134	0.123478	0.158816	0.115905	0.047266
chr8	26705474	26717380	0.094258	0.110328	0.086229	0.051530
chr8	26710159	26719556	-0.134287	-0.195118	-0.104528	-0.051387
chr8	26717382	26727725	-0.035240	-0.059381	-0.029847	-0.011819
chr8	26719743	26741427	-0.018840	-0.028607	-0.017162	-0.007819
chr8	26727915	26747388	-0.061091	-0.108444	-0.062002	-0.025163
chr8	26741482	26763733	-0.045049	-0.031181	-0.023408	-0.021268
chr8	26747398	26778776	-0.022764	-0.014629	-0.011277	-0.010586
chr8	26763941	26804107	0.061503	0.052106	0.040772	0.024072
chr8	26779394	26813474	0.120199	0.111523	0.084472	0.050081
chr8	26805071	26833257	0.015091	0.019768	0.010865	0.006524
chr8	26813549	26839515	0.052290	0.059242	0.036527	0.019668
chr8	26833504	26847830	-0.008126	-0.007382	-0.005000	-0.002857
chr8	26839897	26858497	-0.094182	-0.109277	-0.062163	-0.035415
chr8	26848196	26861344	0.124370	0.120965	0.090486	0.051906
chr8	26858511	26866529	0.202675	0.183870	0.146951	0.076304
chr8	26861407	26871036	-0.058887	-0.064359	-0.044746	-0.026484
chr8	26866738	26873133	-0.099620	-0.079679	-0.055717	-0.030368
chr8	26871059	26877475	-0.034847	-0.023032	-0.015999	-0.007096
chr8	26873289	26882763	-0.224331	-0.250775	-0.152225	-0.083381
chr8	26877476	26887642	-0.137890	-0.124600	-0.086262	-0.051834
chr8	26883373	26893760	0.090051	0.056360	0.043489	0.022166
chr8	26887885	26901174	0.122128	0.060100	0.049734	0.034160
chr8	26893811	26908621	0.126385	0.054620	0.044684	0.049660
chr8	26901808	26913741	-0.021283	-0.011885	-0.008941	-0.011440
chr8	26908824	26916916	-0.060530	-0.053015	-0.037092	-0.038190
chr8	26914295	26920167	0.090126	0.069616	0.046600	0.016632
chr8	26916947	26926607	0.097506	0.054592	0.042358	0.028170
chr8	26920424	26933445	0.029917	0.019993	0.015734	0.013643
chr8	26927470	26945520	0.073125	0.049467	0.041542	0.025238
chr8	26933490	26948199	-0.007187	-0.006318	-0.004953	-0.005926
chr8	26945529	26952746	-0.015639	-0.009938	-0.008035	-0.009850
chr8	26948366	26962244	-0.002047	-0.001065	-0.000903	-0.000682
chr8	26952997	26970616	-0.035770	-0.024034	-0.019470	-0.015788
chr8	26962253	26976628	-0.069414	-0.050629	-0.039953	-0.038470
chr8	26970663	26980332	-0.105788	-0.071338	-0.057046	-0.046015
chr8	26976721	26985700	-0.045556	-0.025941	-0.020505	-0.012876
chr8	26981361	26993508	0.046710	0.021359	0.017538	0.012500
chr8	26985705	27000347	-0.010254	-0.004581	-0.004000	-0.003582
chr8	26993565	27006836	-0.072878	-0.046908	-0.037660	-0.029202
chr8	27000352	27014123	0.029915	0.030920	0.023385	0.011894
chr8	27006966	27018244	0.040575	0.060137	0.041885	0.011977
chr8	27014378	27025150	0.059892	0.040097	0.032089	0.015740
chr8	27018351	27029789	0.152606	0.085022	0.072567	0.056681
chr8	27025685	27034692	-0.021148	-0.016937	-0.013035	-0.008847
chr8	27031525	27038625	-0.025399	-0.020044	-0.015639	-0.010833
chr8	27035340	27042943	0.045887	0.033197	0.026306	0.016989
chr8	27038697	27051332	-0.048194	-0.037476	-0.025936	-0.021263
chr8	27042999	27060186	-0.063793	-0.053365	-0.035443	-0.025725
chr8	27051403	27064600	0.007238	0.006269	0.004934	0.002182
chr8	27060227	27067553	0.055822	0.064472	0.048549	0.019674
chr8	27064640	27069643	0.066877	0.110115	0.070819	0.029113
chr8	27068440	27074036	0.078649	0.094502	0.069513	0.030220
chr8	27069712	27075720	0.018575	0.023953	0.017966	0.004567
chr8	27074075	27078395	-0.042507	-0.081862	-0.049415	-0.017624
chr8	27075970	27084913	-0.147838	-0.192974	-0.115126	-0.044422
chr8	27078807	27095868	-0.161540	-0.135373	-0.092610	-0.050308
chr8	27086642	27101568	0.051723	0.038358	0.028088	0.021416
chr8	27095916	27109964	0.093045	0.071437	0.055941	0.047848
chr8	27102330	27116838	0.152033	0.121094	0.102798	0.080260
chr8	27111184	27123656	0.099368	0.084330	0.071008	0.043164
chr8	27117100	27131662	0.016301	0.010250	0.008983	0.007401
chr8	27123807	27136365	0.144021	0.080056	0.069826	0.057008
chr8	27131699	27147614	0.158567	0.131182	0.103124	0.067580
chr8	27136488	27155990	0.158693	0.121412	0.095018	0.054032
chr8	27147623	27166532	-0.040767	-0.027829	-0.022048	-0.014466
chr8	27156187	27175480	0.026126	0.016027	0.012760	0.010289
chr8	27167025	27198044	0.068045	0.025180	0.021242	0.025187
chr8	27175495	27214697	-0.003597	-0.001217	-0.001047	-0.001286
chr8	27198046	27220750	0.024672	0.017414	0.014282	0.007123
chr8	27214736	27233012	-0.031742	-0.018586	-0.015925	-0.011721
chr8	27220887	27252263	0.098480	0.032428	0.028361	0.034705
chr8	27233879	27266953	0.133407	0.049245	0.043842	0.069477
chr8	27252962	27280356	0.132490	0.041178	0.037280	0.055160
chr8	27267000	27297438	0.150623	0.042861	0.038123	0.056225
chr8	27280715	27311181	-0.020382	-0.009355	-0.007571	-0.006826
chr8	27298482	27325493	0.068311	0.025594	0.019482	0.015212
chr8	27311198	27335888	-0.078244	-0.032776	-0.024120	-0.018335
chr8	27325510	27344572	-0.205818	-0.117671	-0.082653	-0.046995
chr8	27336029	27347034	-0.011324	-0.005601	-0.004431	-0.002440
chr8	27344975	27357388	0.053176	0.022477	0.019823	0.017294
chr8	27347099	27362407	0.236708	0.091685	0.078101	0.056356
chr8	27357464	27368991	0.227741	0.122415	0.095162	0.048315
chr8	27362568	27375875	0.022120	0.016155	0.012925	0.008508
chr8	27369097	27378992	0.013363	0.010295	0.008485	0.005168
chr8	27376408	27381911	0.083040	0.053722	0.043061	0.016656
chr8	27379052	27388409	-0.110793	-0.089473	-0.062318	-0.024178
chr8	27382149	27405067	-0.043406	-0.035473	-0.026112	-0.012378
chr8	27388632	27410836	0.122566	0.079285	0.064079	0.031982
chr8	27405116	27416960	0.051310	0.026284	0.022557	0.021277
chr8	27410923	27421972	0.012867	0.006667	0.005627	0.005399
chr8	27417075	27430578	0.019699	0.010238	0.008167	0.009192
chr8	27422089	27439751	0.062423	0.032034	0.024482	0.032492
chr8	27430583	27447102	-0.002691	-0.001866	-0.001322	-0.000967
chr8	27439925	27455267	-0.024673	-0.017172	-0.012577	-0.005773
chr8	27447198	27462496	0.205097	0.135742	0.111360	0.067801
chr8	27455447	27466935	0.190701	0.139998	0.110739	0.058437
chr8	27463315	27472591	0.027428	0.017871	0.013369	0.005035
chr8	27466953	27478253	0.010616	0.008955	0.006670	0.003552
chr8	27472668	27482085	0.012139	0.011059	0.007818	0.004645
chr8	27478316	27489025	0.004945	0.002674	0.001879	0.001033
chr8	27482216	27494947	-0.046997	-0.029130	-0.019122	-0.009670
chr8	27489031	27501336	-0.018529	-0.016160	-0.011156	-0.006316
chr8	27495107	27509399	0.124092	0.085146	0.066889	0.054301
chr8	27501393	27517400	0.203698	0.125375	0.100531	0.083185
chr8	27509653	27525179	0.067153	0.059128	0.042635	0.027442
chr8	27517425	27532217	0.045099	0.040399	0.029916	0.015700
chr8	27526896	27538314	0.042618	0.021911	0.017356	0.009671
chr8	27532349	27543290	0.077707	0.043999	0.035934	0.023069
chr8	27538328	27549486	0.035790	0.023054	0.018402	0.010976
chr8	27543314	27556897	-0.124373	-0.065638	-0.051011	-0.027019
chr8	27549492	27566778	-0.056011	-0.027788	-0.023273	-0.014550
chr8	27556935	27570337	-0.026027	-0.014281	-0.011429	-0.006583
chr8	27566808	27574971	0.029672	0.015441	0.012129	0.006573
chr8	27570657	27579389	0.047419	0.020146	0.016913	0.011304
chr8	27574991	27586279	-0.021673	-0.009013	-0.007533	-0.005678
chr8	27579442	27594954	-0.066109	-0.023569	-0.019959	-0.012951
chr8	27586287	27602847	-0.015059	-0.005765	-0.004680	-0.003043
chr8	27596428	27610302	0.057290	0.018978	0.016426	0.022104
chr8	27602960	27617015	0.011935	0.003950	0.003561	0.003660
chr8	27610641	27624018	0.146441	0.093834	0.080728	0.059520
chr8	27618783	27647275	0.166391	0.137942	0.110298	0.097958
chr8	27641944	27653356	-0.027915	-0.018461	-0.014721	-0.013052
chr8	27647339	27662055	-0.067603	-0.036126	-0.030396	-0.028312
chr8	27653979	27680734	0.053155	0.024356	0.021166	0.019216
chr8	27662166	27699747	0.139934	0.060539	0.053452	0.063982
chr8	27680823	27773307	0.058156	0.024708	0.020472	0.022383
chr8	27700265	27786118	-0.089387	-0.048284	-0.035238	-0.021979
chr8	27773333	27794600	-0.068896	-0.063024	-0.041596	-0.026700
chr8	27786753	27811172	0.055444	0.023694	0.018742	0.034457
chr8	27794646	27820920	-0.082637	-0.025900	-0.021915	-0.058857
chr8	27811901	27828942	-0.175773	-0.082795	-0.068940	-0.124057
chr8	27821154	27835398	-0.085354	-0.063909	-0.052346	-0.062642
chr8	27829057	27848276	-0.076035	-0.038665	-0.033025	-0.039890
chr8	27835435	27857321	-0.081616	-0.046637	-0.037299	-0.037534
chr8	27848334	27868107	-0.237203	-0.197251	-0.138567	-0.122827
chr8	27860960	27875505	-0.222784	-0.151851	-0.114667	-0.116025
chr8	27868303	27884596	0.034940	0.023338	0.020023	0.019653
chr8	27875523	27891349	0.076769	0.038537	0.034741	0.034433
chr8	27884715	27910097	0.157770	0.088370	0.074874	0.063436
chr8	27897734	27917724	0.153884	0.131350	0.095956	0.058448
chr8	27910105	27921954	0.082982	0.067834	0.049771	0.033590
chr8	27917726	27933902	0.048904	0.050959	0.036591	0.026860
chr8	27921990	27940676	-0.009085	-0.007442	-0.005678	-0.001981
chr8	27933907	27944900	-0.052336	-0.041324	-0.033355	-0.024376
chr8	27940708	27948581	-0.069263	-0.064365	-0.048601	-0.033229
chr8	27945047	27952160	0.027459	0.014912	0.012771	0.007918
chr8	27948615	27956948	0.064775	0.031390	0.026104	0.019083
chr8	27952164	27963343	0.077998	0.050278	0.039135	0.040241
chr8	27956967	27969033	0.060532	0.064568	0.049890	0.032595
chr8	27963414	27981885	0.056998	0.070092	0.050639	0.026037
chr8	27972361	28027397	0.154567	0.106780	0.087289	0.073815
chr8	27981925	28086204	0.198564	0.106109	0.091614	0.072628
chr8	28052419	28098083	0.017064	0.014595	0.008721	0.003628
chr8	28086224	28103483	-0.072551	-0.069108	-0.041691	-0.021346
chr8	28098156	28109002	0.040544	0.027830	0.021767	0.011543
chr8	28103574	28117855	-0.011645	-0.007096	-0.006054	-0.003931
chr8	28109261	28122802	0.061575	0.041306	0.035919	0.031292
chr8	28117877	28128357	0.138470	0.096388	0.083564	0.063329
chr8	28123066	28239687	-0.104171	-0.086553	-0.067841	-0.052342
chr8	28128365	28248345	-0.081555	-0.078237	-0.062757	-0.041976
chr8	28240030	28262504	0.047989	0.043157	0.038174	0.019543
chr8	28249979	28278471	0.102484	0.062521	0.053029	0.035595
chr8	28267004	28283720	0.126208	0.070254	0.057770	0.050898
chr8	28278474	28360188	0.115828	0.055973	0.047692	0.061784
chr8	28283828	28408563	0.124550	0.050563	0.043392	0.039460
chr8	28361063	28457822	-0.022732	-0.012425	-0.009609	-0.006003
chr8	28408632	28476833	-0.072400	-0.067908	-0.043371	-0.024046
chr8	28457847	28604751	-0.080398	-0.081698	-0.046448	-0.020361
chr8	28476968	28626163	-0.052303	-0.048521	-0.031827	-0.014720
chr8	28604763	28661813	0.006795	0.004320	0.003537	0.002744
chr8	28626523	28681192	-0.030365	-0.016085	-0.013166	-0.012897
chr8	28661899	28690139	-0.054702	-0.033176	-0.026201	-0.021817
chr8	28681195	28697847	0.121170	0.075874	0.059483	0.037093
chr8	28690384	28726003	0.255441	0.153100	0.128099	0.109054
chr8	28697908	28747367	0.132497	0.071632	0.061146	0.075316
chr8	28726137	28782367	0.100045	0.051904	0.043807	0.040282
chr8	28747518	28789161	0.145175	0.087517	0.071160	0.053765
chr8	28782378	28806437	0.045788	0.021628	0.017262	0.016283
chr8	28789841	28837921	0.022065	0.009208	0.007291	0.005610
chr8	28806454	28863080	0.048350	0.029589	0.023762	0.014488
chr8	28847003	28879087	0.052385	0.039032	0.032421	0.026636
chr8	28863172	28891740	0.094917	0.042423	0.036008	0.047617
chr8	28880463	28929889	-0.022955	-0.010140	-0.008604	-0.011185
chr8	28891749	28948774	-0.054036	-0.053251	-0.041478	-0.025696
chr8	28930142	28972910	0.140003	0.158941	0.117236	0.056307
chr8	28964233	28987431	0.210005	0.159165	0.122164	0.091681
chr8	28972951	29004093	0.042889	0.033385	0.025280	0.020299
chr8	28987465	29015633	-0.046389	-0.031460	-0.024483	-0.016937
chr8	29004150	29025341	0.004567	0.003062	0.002240	0.003627
chr8	29015785	29029679	-0.002656	-0.002851	-0.001817	-0.001374
chr8	29025348	29033280	0.046859	0.054662	0.036724	0.025269
chr8	29031054	29039807	0.117537	0.136868	0.091891	0.051530
chr8	29033482	29049916	0.077857	0.100233	0.068540	0.033597
chr8	29039881	29057520	0.006283	0.012821	0.006612	0.002160
chr8	29050081	29071671	0.049981	0.114615	0.058248	0.016741
chr8	29057530	29082719	0.111097	0.220315	0.141622	0.033580
chr8	29071893	29086211	0.120916	0.379979	0.239965	0.041990
chr8	29082778	29097720	0.076706	0.354993	0.163584	0.032982
chr8	29086215	29118163	-0.004933	-0.022180	-0.008979	-0.001682
chr8	29097908	29126427	-0.188763	-0.511002	-0.238363	-0.071413
chr8	29118189	29135190	-0.159090	-0.242874	-0.145040	-0.083697
chr8	29126433	29156647	-0.065070	-0.095200	-0.063497	-0.033268
chr8	29136475	29186344	-0.071477	-0.094883	-0.063613	-0.031645
chr8	29156682	29196324	0.137445	0.147153	0.115314	0.070618
chr8	29188493	29203982	0.133892	0.134931	0.105717	0.047984
chr8	29196355	29211594	0.048225	0.038792	0.031728	0.015338
chr8	29204051	29220314	0.029770	0.025291	0.020050	0.015901
chr8	29211897	29227583	-0.070509	-0.103068	-0.051500	-0.016330
chr8	29220414	29232601	-0.174079	-0.455601	-0.168578	-0.052030
chr8	29227727	29239035	-0.131676	-0.173058	-0.109736	-0.051243
chr8	29232922	29250601	-0.039986	-0.032395	-0.023851	-0.010587
chr8	29239618	29259311	0.039486	0.016871	0.014775	0.011443
chr8	29250620	29266434	0.018464	0.006217	0.005592	0.008311
chr8	29259521	29270966	-0.035632	-0.020332	-0.017074	-0.018305
chr8	29266447	29276258	0.014128	0.011483	0.009470	0.006269
chr8	29270968	29305879	0.047764	0.024358	0.020835	0.015209
chr8	29276381	29321446	0.020621	0.014366	0.011466	0.005500
chr8	29308439	29338687	0.107041	0.131968	0.089233	0.037643
chr8	29321529	29346994	0.073894	0.074066	0.051949	0.028200
chr8	29338877	29355934	0.136543	0.158474	0.114845	0.054881
chr8	29347041	29363927	0.172091	0.172982	0.121385	0.070276
chr8	29355990	29383198	0.092428	0.085652	0.059276	0.037034
chr8	29364203	29394689	0.128038	0.116667	0.085639	0.055977
chr8	29383291	29410463	0.137223	0.110970	0.084554	0.060706
chr8	29394984	29424639	0.080839	0.069235	0.047031	0.033921
chr8	29410901	29430853	0.047227	0.040481	0.028908	0.019692
chr8	29425830	29433559	0.027779	0.029441	0.020747	0.009982
chr8	29430866	29435003	0.052857	0.092813	0.058112	0.022683
chr8	29433561	29437387	0.019703	0.037840	0.022845	0.009417
chr8	29435073	29442098	0.012603	0.028669	0.014831	0.005287
chr8	29437520	29444743	0.077875	0.178313	0.104585	0.036994
chr8	29442205	29450684	0.081181	0.155101	0.101687	0.031651
chr8	29444754	29456165	-0.014719	-0.015853	-0.012134	-0.004758
chr8	29451116	29461159	-0.120363	-0.151241	-0.103767	-0.047756
chr8	29456223	29467736	-0.200010	-0.353206	-0.169444	-0.074763
chr8	29461208	29474770	-0.043099	-0.054865	-0.031048	-0.015331
chr8	29469482	29480134	-0.025508	-0.033297	-0.020760	-0.010925
chr8	29475606	29493729	-0.122324	-0.180729	-0.108549	-0.052125
chr8	29480268	29498201	0.088590	0.107168	0.083021	0.039163
chr8	29493781	29501994	0.134544	0.141200	0.109860	0.049616
chr8	29498211	29510169	-0.040246	-0.048576	-0.032689	-0.015339
chr8	29502015	29516432	-0.069292	-0.091915	-0.057680	-0.022788
chr8	29510542	29522516	-0.003154	-0.003168	-0.002029	-0.000784
chr8	29516656	29525014	0.103566	0.103721	0.076793	0.029680
chr8	29522571	29533895	0.020002	0.029721	0.021050	0.004964
chr8	29525023	29543449	-0.032231	-0.033289	-0.021882	-0.011168
chr8	29533983	29550376	-0.000615	-0.000536	-0.000350	-0.000202
chr8	29543621	29559670	0.030650	0.026563	0.020039	0.012991
chr8	29550407	29563304	0.028301	0.030473	0.024160	0.013201
chr8	29559674	29567602	0.128072	0.182750	0.121458	0.062884
chr8	29563747	29571998	0.164334	0.193699	0.122004	0.076238
chr8	29567648	29574072	0.065606	0.076776	0.045457	0.029343
chr8	29572014	29577385	0.043137	0.056226	0.032832	0.019294
chr8	29574126	29585616	-0.001300	-0.001855	-0.001079	-0.000482
chr8	29577386	29593703	0.127875	0.172167	0.120240	0.064544
chr8	29585943	29603823	0.116444	0.136514	0.096658	0.062605
chr8	29595199	29610206	-0.067730	-0.073429	-0.045923	-0.028673
chr8	29603966	29624292	-0.039159	-0.028103	-0.021048	-0.017103
chr8	29610451	29633428	0.047598	0.029229	0.022050	0.015123
chr8	29624315	29755223	0.023088	0.022054	0.014182	0.007632
chr8	29633500	29760184	0.044001	0.056438	0.036904	0.019475
chr8	29755228	29762222	0.026332	0.028095	0.020361	0.013884
chr8	29760205	29768619	0.080840	0.080098	0.054603	0.042191
chr8	29762639	29778567	0.013863	0.016862	0.009620	0.005209
chr8	29769067	29784967	-0.076285	-0.078580	-0.050055	-0.026934
chr8	29779044	29801526	0.007678	0.006276	0.004383	0.003309
chr8	29784970	29869528	0.035812	0.033434	0.024263	0.016595
chr8	29801909	29874980	0.060604	0.078060	0.050477	0.021319
chr8	29870509	29887015	0.092076	0.109166	0.072668	0.039320
chr8	29875035	29900247	0.178075	0.195643	0.154983	0.114109
chr8	29887027	29920616	0.185555	0.208144	0.157223	0.080594
chr8	29900634	29937063	0.030977	0.042093	0.028550	0.011750
chr8	29920750	29941962	-0.046937	-0.100141	-0.057339	-0.018865
chr8	29937086	29967820	0.006633	0.015396	0.008751	0.002459
chr8	29942643	30046126	0.073989	0.134129	0.098282	0.031270
chr8	29967843	30182645	0.019986	0.047316	0.031915	0.011591
chr8	30046438	30198519	-0.024659	-0.054820	-0.035570	-0.010884
chr8	30183400	30204227	0.120801	0.202322	0.148273	0.051742
chr8	30198715	30209213	0.206863	0.289300	0.222151	0.072594
chr8	30204243	30219245	0.118381	0.190918	0.137689	0.036927
chr8	30209312	30224658	0.032743	0.063208	0.039866	0.011388
chr8	30219439	30233699	0.015954	0.029989	0.018677	0.005984
chr8	30224888	30247634	-0.121673	-0.106970	-0.082246	-0.049681
chr8	30233927	30251211	-0.098039	-0.080140	-0.063462	-0.039383
chr8	30247640	30267550	0.060762	0.089144	0.058985	0.018911
chr8	30251321	30277866	-0.003347	-0.004067	-0.002719	-0.001136
chr8	30267561	30282440	-0.008544	-0.008469	-0.006485	-0.004031
chr8	30277894	30292675	-0.119084	-0.113147	-0.083589	-0.053184
chr8	30282455	30303572	-0.169190	-0.188377	-0.125931	-0.070777
chr8	30292716	30308710	-0.040816	-0.062201	-0.040100	-0.020968
chr8	30303700	30321647	-0.043746	-0.076820	-0.043268	-0.019368
chr8	30308720	30330152	-0.096011	-0.138833	-0.083081	-0.034556
chr8	30321747	30335032	-0.029630	-0.035906	-0.024297	-0.011234
chr8	30330500	30347542	0.042223	0.057353	0.037828	0.017783
chr8	30335058	30361633	-0.041420	-0.059342	-0.039733	-0.020156
chr8	30347550	30363591	-0.167269	-0.240610	-0.161815	-0.091278
chr8	30361758	30366929	0.023569	0.040371	0.027292	0.013048
chr8	30363612	30369686	0.155893	0.255059	0.176758	0.079608
chr8	30366942	30374965	0.038653	0.048649	0.032311	0.018679
chr8	30369799	30377496	0.065733	0.056129	0.041852	0.026669
chr8	30375367	30389418	0.165752	0.089472	0.079698	0.058510
chr8	30377555	30397584	0.116370	0.077569	0.065909	0.050557
chr8	30389433	30410750	0.036013	0.024087	0.020055	0.013244
chr8	30397631	30425435	0.027663	0.015583	0.013347	0.006964
chr8	30410776	30436856	0.035029	0.030684	0.020655	0.009284
chr8	30425467	30446584	-0.048287	-0.075160	-0.032881	-0.016525
chr8	30436866	30455912	-0.017833	-0.024814	-0.013318	-0.006757
chr8	30446748	30467682	0.139549	0.103679	0.073076	0.036648
chr8	30455932	30488107	-0.053644	-0.033530	-0.024122	-0.013983
chr8	30467931	30500297	-0.085543	-0.097678	-0.063805	-0.036704
chr8	30488134	30504097	-0.036846	-0.059737	-0.034104	-0.015261
chr8	30500328	30506326	-0.167676	-0.295883	-0.141867	-0.057851
chr8	30504106	30518697	-0.190379	-0.364473	-0.170598	-0.072156
chr8	30506360	30523639	-0.016379	-0.024840	-0.015517	-0.006506
chr8	30518700	30529292	0.026766	0.047092	0.023524	0.011673
chr8	30524099	30536576	-0.099205	-0.210894	-0.088177	-0.053320
chr8	30529293	30542115	-0.035264	-0.082964	-0.041425	-0.013181
chr8	30536585	30554134	0.060526	0.089960	0.052601	0.017121
chr8	30542116	30556858	0.039858	0.051061	0.029098	0.011569
chr8	30554168	30563874	0.030029	0.076052	0.036014	0.010072
chr8	30560897	30579354	0.015126	0.029479	0.015739	0.004100
chr8	30568979	30587828	-0.074911	-0.116198	-0.060931	-0.021693
chr8	30579360	30592953	-0.022787	-0.032381	-0.016893	-0.007706
chr8	30587888	30599886	0.121778	0.178722	0.108649	0.043173
chr8	30593029	30622624	-0.055290	-0.131605	-0.057935	-0.020988
chr8	30599921	30625913	-0.203731	-1.205408	-0.290272	-0.083584
chr8	30622638	30630111	-0.079020	-0.251395	-0.132348	-0.037724
chr8	30626059	30639332	-0.031866	-0.067181	-0.044829	-0.015054
chr8	30630120	30641747	0.020294	0.051940	0.033626	0.009886
chr8	30639361	30648997	0.064828	0.262899	0.127717	0.025302
chr8	30641758	30652776	0.084304	0.289353	0.163334	0.035120
chr8	30649007	30654187	0.101660	0.285211	0.174306	0.052067
chr8	30652800	30660194	0.152838	0.370445	0.206094	0.082542
chr8	30654189	30667976	0.095543	0.276531	0.114920	0.048100
chr8	30660199	30670944	-0.046998	-0.257681	-0.058996	-0.019149
chr8	30668089	30674642	0.014887	0.045380	0.018446	0.006914
chr8	30671232	30676925	-0.010448	-0.030697	-0.014921	-0.005174
chr8	30674763	30678375	-0.068628	-0.219851	-0.119552	-0.035976
chr8	30676931	30681190	-0.076050	-0.264675	-0.133815	-0.041312
chr8	30678857	30690283	-0.054518	-0.252852	-0.098989	-0.025286
chr8	30681225	30692199	0.003056	0.010925	0.005139	0.001339
chr8	30690298	30694689	0.020188	0.076130	0.036816	0.008387
chr8	30692215	30696720	0.013112	0.051047	0.023075	0.005940
chr8	30694742	30705491	-0.043397	-0.174189	-0.080854	-0.022442
chr8	30697053	30729461	-0.124448	-0.633591	-0.222249	-0.062429
chr9	327431	452802	-0.075440	-0.024415	-0.021835	-0.031700
chr9	391567	590344	-0.018296	-0.001471	-0.001401	-0.005377
